,sr_open_date,sr_close_date,activity_type_std,Cos,hour,dummy_sr_number,dummy_sysid,dummy_part_number
75210,2018-02-16,2018-03-25,Field Service,18844.316440000002,0.0,sr477,sys2042,part2
75211,2019-01-16,2019-03-29,Field Service,419.4010732,0.0,sr274,sys2042,part300
75218,2021-11-01,2021-02-19,Field Service,100.83532209999998,0.0,sr8502,sys1802,part124
75236,2018-11-26,2019-02-14,Field Service,161.13890519999998,0.0,sr24,sys1479,part1248
75241,2013-05-31,2013-06-07,Field Service,0.0,0.0,sr4809,sys1548,part56
75244,2019-03-18,2019-04-21,Field Service,229.2755608,0.0,sr11534,sys1889,part50
75248,2019-11-13,2020-01-23,Field Service,64.59365403,0.0,sr7497,sys1932,part568
75249,2015-10-21,2015-01-12,Field Service,118.7679817,0.0,sr12100,sys1932,part36
75256,2019-05-27,2019-07-25,Field Service,208.19027930000001,0.0,sr494,sys1023,part309
75270,2021-03-25,2021-10-06,,0.7153863,0.0,sr8560,sys1148,part115
75290,2019-05-04,2019-04-17,Field Service,333.1134639,0.0,sr2664,sys1747,part52
75292,2019-08-16,2021-10-09,Field Service,97.48374975,0.0,sr1564,sys1747,part49
75299,2021-03-22,2021-04-22,,2.1716664480000003,0.0,sr14251,sys1774,part168
75305,2018-08-14,2018-08-30,,16.89394368,0.0,sr2770,sys1964,part21
75315,2020-09-28,2020-11-19,Field Service,63.8238747,0.0,sr4141,sys1443,part9
75316,2020-09-28,2020-11-19,,5.96400942,0.0,sr4141,sys1443,part326
75318,2019-11-20,2020-02-01,Field Service,43.83130399,0.0,sr4771,sys1570,part258
75319,2020-07-23,2020-06-09,Field Service,2335.960292,0.0,sr5055,sys1570,part87
75320,2019-02-09,2019-10-28,Field Service,58.59245515,0.0,sr3508,sys1563,part358
75329,2020-02-12,2020-12-17,,43.2643923,0.0,sr826,sys1591,part76
75333,2019-09-27,2019-06-12,,232.67473030000002,0.0,sr1776,sys1908,part74
75336,2021-07-20,2021-06-08,Field Service,13651.75787,0.0,sr751,sys1863,part3
75344,2018-03-30,2018-04-21,Field Service,890.85,0.0,sr6868,sys2205,part1
75348,2017-05-12,2018-04-27,,0.93,0.0,sr553,sys1305,part28
75349,2017-09-14,2018-04-27,Field Service,625.26,0.0,sr6211,sys1305,part37
75370,2020-01-22,2020-02-20,,3.92,0.0,sr7790,sys1571,part33
75374,2018-09-04,2018-06-30,,312.24,0.0,sr9614,sys1171,part18
75375,2020-12-21,2021-08-03,Field Service,74.06,0.0,sr9699,sys1171,part340
75376,2020-11-20,2020-12-29,,9.86,0.0,sr1393,sys1171,part14
75378,2016-07-29,2016-08-27,,18046.7,0.0,sr2549,sys2066,part3
75391,2018-07-16,2018-08-25,,12384.87,0.0,sr3565,sys1357,part16
75394,2019-08-05,2019-05-30,Field Service,12182.04,0.0,sr3872,sys1869,part16
75401,2020-06-24,2020-07-30,,33.83050113,0.0,sr1955,sys680,part48
75402,2021-03-03,2021-04-27,,32.52571245,0.0,sr8492,sys680,part23
75408,2021-11-04,2021-02-06,,8.5,0.0,sr1018,sys1615,part339
75409,2021-06-07,2021-07-21,,0.05,0.0,sr3382,sys1615,part219
75411,2018-01-31,2018-05-03,Field Service,34.52,0.0,sr953,sys1615,part34
75417,2019-04-22,2019-11-06,Field Service,2127.68,0.0,sr692,sys1611,part58
75419,2019-06-23,2019-08-17,,17.16,0.0,sr1487,sys1815,part48
75423,2019-07-14,2019-10-24,Field Service,57.23,0.0,sr11538,sys1895,part296
75426,2021-05-20,2021-06-23,Field Service,626.42,0.0,sr325,sys2123,part241
75432,2018-09-17,2018-06-10,,15.88513262,0.0,sr2788,sys1876,part82
75439,2019-04-30,2019-08-14,,9.479729293,0.0,sr9492,sys1549,part14
75449,2019-11-02,2019-03-25,Field Service,2296.77747,0.0,sr1345,sys1136,part4
75450,2020-10-15,2020-11-20,,9.548153735,0.0,sr1631,sys1719,part486
75455,2020-04-29,2020-12-06,Field Service,61.1055225,0.0,sr11972,sys1719,part9
75461,2013-03-19,2013-04-24,Field Service,0.0,0.0,sr9713,sys1497,part6
75463,2017-11-12,2018-01-14,Field Service,602.7031811,0.0,sr186,sys1606,part1086
75482,2020-03-06,2020-07-27,Field Service,13814.14695,0.0,sr5208,sys2520,part3
75484,2019-08-03,2019-04-13,Field Service,674.7347467999999,0.0,sr3090,sys924,part29
75495,2020-09-03,2020-12-04,,46.71664926,0.0,sr2482,sys2626,part72
75497,2017-03-03,2017-04-22,Field Service,2422.998519,0.0,sr2593,sys2005,part4
75501,2017-06-22,2017-07-31,Field Service,17571.82815,0.0,sr1699,sys1243,part2
75507,2021-03-22,2021-05-16,Field Service,197.1127719,0.0,sr817,sys1442,part67
75512,2017-03-18,2017-12-04,Field Service,72.30556475,0.0,sr5700,sys1201,part46
75513,2020-04-22,2020-05-18,Field Service,268.63432630000005,0.0,sr5598,sys1299,part221
75543,2017-04-28,2017-03-07,Field Service,103.5345878,0.0,sr4099,sys1634,part72
75544,2021-01-09,2021-02-09,Field Service,14278.253519999998,0.0,sr2157,sys1634,part3
75546,2021-01-09,2021-02-09,Field Service,973.6435659,0.0,sr2157,sys1634,part19
75561,2019-01-04,2019-05-27,Field Service,85.3217855,0.0,sr2776,sys1709,part125
75564,2018-03-26,2018-06-21,Field Service,706.2453285,0.0,sr38,sys2197,part473
75587,2019-02-27,2019-09-04,,30.5680787,0.0,sr2457,sys1661,part43
75597,2020-01-28,2020-01-03,Field Service,64.17980684,0.0,sr8428,sys1999,part9
75600,2017-08-15,2017-09-29,,307.23525639999997,0.0,sr4575,sys1965,part22
75602,2020-09-15,2020-09-25,Field Service,256.7937248,0.0,sr9072,sys1875,part96
75604,2018-04-02,2018-02-04,,19.0700207,0.0,sr341,sys1674,part256
75607,2021-03-16,2021-04-19,Field Service,185.4267332,0.0,sr6095,sys1996,part10
75608,2020-08-01,2020-03-04,Field Service,106.15048290000001,0.0,sr2217,sys1996,part169
75610,2021-05-28,2021-03-07,Field Service,331.9668091,0.0,sr13359,sys1996,part26
75613,2020-06-07,2020-09-08,Field Service,97.88061302,0.0,sr4208,sys1975,part124
75614,2019-08-05,2019-09-06,,9.479729293,0.0,sr8346,sys1266,part14
75617,2016-01-12,2017-01-22,Field Service,831.2396143,0.0,sr25882,sys1990,part1
75620,2018-08-05,2018-06-29,Field Service,246.35961980000002,0.0,sr15994,sys1654,part6
75625,2020-02-18,2020-03-04,,9.993903713,0.0,sr8372,sys1420,part131
75627,2018-10-10,2018-10-17,,9.47287272,0.0,sr3784,sys1420,part80
75634,2018-11-22,2018-12-28,Field Service,331.52519910000007,0.0,sr7538,sys740,part30
75651,2021-05-31,2021-02-07,Field Service,324.1765114,0.0,sr4324,sys1652,part632
75653,2021-07-06,2021-07-13,Field Service,507.1752449,0.0,sr3819,sys2154,part166
75669,2021-08-16,2021-09-19,,11.60634199,0.0,sr9515,sys1783,part20
75673,2021-06-09,2021-09-23,,15.72728245,0.0,sr8622,sys1902,part150
75680,2019-01-24,2019-03-25,Field Service,130.5791452,0.0,sr3295,sys1677,part36
75691,2017-11-16,2018-01-13,Field Service,415.07237089999995,0.0,sr8838,sys1001,part648
75697,2021-07-06,2021-07-23,,0.0,0.0,sr14391,sys806,part1145
75698,2020-10-13,2020-11-17,,66.67184234,0.0,sr1707,sys806,part17
75703,2020-02-03,2020-04-13,Field Service,829.2800292000001,0.0,sr2314,sys1943,part1
75704,2018-08-16,2018-09-22,Field Service,303.3128413,0.0,sr1431,sys1623,part236
75723,2021-04-30,2021-04-09,,4.762687211,0.0,sr3205,sys1885,part38
75729,2020-01-03,2021-07-25,Field Service,97.53,0.0,sr588,sys1478,part365
75734,2021-05-01,2021-06-28,,19.8,0.0,sr1884,sys1448,part14
75737,2019-11-10,2019-12-15,Field Service,47.10659169,0.0,sr68,sys1503,part558
75747,2016-12-21,2017-02-28,Field Service,207.3694303,0.0,sr2691,sys461,part11
75764,2019-04-09,2020-11-02,,586.465229,0.0,sr12974,sys1075,part1202
75765,2020-10-04,2020-06-21,,29.84770875,0.0,sr3383,sys1075,part23
75775,2021-01-20,2021-02-27,,17.96883977,0.0,sr10158,sys986,part61
75781,2017-05-23,2017-03-07,Field Service,711.6489512,0.0,sr1325,sys2408,part64
75786,2020-11-16,2020-12-22,,50.34623709,0.0,sr460,sys884,part511
75787,2019-06-13,2019-03-08,,1.683629615,0.0,sr5837,sys1508,part572
75793,2018-09-10,2018-11-18,,17.17841844,0.0,sr669,sys1554,part174
75794,2019-06-03,2019-05-14,Field Service,599.9247261,0.0,sr14171,sys1554,part139
75795,2017-03-01,2017-12-02,Field Service,133.2559365,0.0,sr5003,sys1554,part36
75796,2013-11-25,2013-12-27,Field Service,0.0,0.0,sr7680,sys1554,part56
75802,2019-10-28,2019-06-12,Field Service,1132.354674,0.0,sr906,sys875,part13
75808,2019-12-18,2020-01-23,Field Service,59.9513453,0.0,sr12506,sys1948,part9
75809,2017-11-09,2017-10-14,Field Service,7067.103029000001,0.0,sr1092,sys1760,part66
75814,2018-05-11,2018-08-12,Field Service,907.8194024000001,0.0,sr333,sys2270,part1
75817,2019-11-18,2020-01-28,,7.651313421,0.0,sr1547,sys896,part33
75822,2019-05-20,2019-12-08,Field Service,576.9911342,0.0,sr776,sys2461,part31
75824,2018-01-25,2018-03-19,,0.0,,sr14848,sys1598,part167
75825,2018-11-27,2018-12-12,,0.0,,sr23583,sys2510,part13
75827,2020-06-22,2020-07-24,,15.92854044,0.0,sr1189,sys1812,part217
75842,2021-04-22,2021-12-07,Field Service,348.2980009,0.0,sr5678,sys1603,part65
75852,2018-09-10,2018-12-15,,12.7203278,0.0,sr5057,sys1912,part344
75854,2018-05-12,2019-02-22,,17.51891027,0.0,sr2484,sys1822,part48
75867,2020-11-21,2021-03-22,,0.7275092,0.0,sr11302,sys1914,part69
75869,2019-06-28,2019-12-16,Field Service,1107.647325,0.0,sr3014,sys1914,part420
75883,2017-09-10,2017-06-12,Field Service,320.72612369999996,0.0,sr7173,sys1755,part30
75884,2019-05-03,2019-04-13,Field Service,835.3297663,0.0,sr338,sys1755,part1
75885,2017-10-08,2017-09-14,Field Service,113.18535039999999,0.0,sr4277,sys1154,part46
75894,2019-11-18,2020-09-04,,32.31659511,0.0,sr14166,sys1226,part17
75900,2018-02-23,2018-03-29,Field Service,1261.446941,0.0,sr2834,sys1837,part188
75910,2021-03-18,2021-07-07,Field Service,102.2211175,0.0,sr3410,sys1388,part141
75918,2020-02-11,2020-12-18,Field Service,52.88362662,0.0,sr11992,sys1871,part35
75940,2019-10-01,2019-04-03,,3.795389323,0.0,sr6573,sys1763,part57
75946,2021-05-17,2021-06-28,,21.27114592,0.0,sr12208,sys1539,part402
75956,2019-08-02,2019-03-16,Field Service,15642.96019,0.0,sr1206,sys1600,part2
75958,2021-01-03,2021-08-04,Field Service,201.5561233,0.0,sr3842,sys2132,part67
75959,2018-01-25,2018-09-21,Field Service,444.834527,0.0,sr2019,sys1727,part18
75961,2019-02-28,2019-04-13,Field Service,598.6844262,0.0,sr5811,sys1727,part121
75962,2017-04-10,2017-11-11,,0.905187286,0.0,sr2965,sys1727,part41
75964,2019-03-20,2019-01-08,Field Service,197.2875468,0.0,sr9866,sys1038,part15
75966,2019-05-08,2019-09-09,Field Service,280.2540076,0.0,sr11859,sys1883,part51
75973,2019-08-07,2019-08-18,Field Service,384.6682982,0.0,sr8226,sys2234,part31
75974,2020-08-31,2020-10-17,Field Service,173.8619865,0.0,sr96,sys2234,part525
75988,2020-08-31,2020-11-19,Field Service,245.69,0.0,sr6769,sys1646,part96
75994,2017-07-24,2017-08-27,Field Service,813.4451062,0.0,sr3622,sys1927,part1
75996,2021-02-03,2021-02-04,Field Service,119.9917969,0.0,sr1473,sys1927,part169
76002,2019-04-10,2019-07-12,,130.17891129999998,0.0,sr171,sys2032,part17
76005,2017-02-03,2017-10-06,Field Service,81.53881333,0.0,sr1173,sys2017,part127
76017,2017-04-27,2017-04-07,Field Service,318.13,0.0,sr12718,sys2111,part26
76025,2020-07-30,2020-10-19,,22.1,0.0,sr34,sys1695,part134
76028,2020-09-22,2020-03-10,Field Service,175.1,0.0,sr4049,sys1768,part748
76034,2021-03-29,2021-07-19,Field Service,247.103848,0.0,sr12140,sys1557,part11
76043,2016-01-26,2016-02-05,Field Service,1361.1058070000001,0.0,sr97,sys1122,part227
76045,2017-06-16,2017-06-21,Field Service,753.4491832,0.0,sr1612,sys1122,part291
76049,2016-03-18,2016-04-30,Field Service,371.5466282,0.0,sr4780,sys1599,part137
76057,2021-10-03,2021-10-05,,10.39133151,0.0,sr190,sys807,part14
76058,2020-09-10,2020-12-11,Field Service,1253.959384,0.0,sr5636,sys807,part53
76059,2014-05-19,2014-06-21,Field Service,16413.33898,0.0,sr7071,sys807,part16
76068,2019-09-10,2019-02-12,Field Service,47.87765223,0.0,sr2290,sys909,part222
76078,2020-02-13,2020-04-14,Field Service,829.2800292000001,0.0,sr8816,sys2117,part1
76079,2020-10-19,2020-11-21,,45.30947119,0.0,sr561,sys637,part76
76086,2019-04-29,2019-10-22,Field Service,149.9736008,0.0,sr5791,sys649,part32
76092,2019-12-06,2019-07-22,Field Service,111.09725490000001,0.0,sr1889,sys2209,part201
76094,2018-12-09,2018-10-14,Field Service,17796.442890000002,0.0,sr4578,sys605,part2
76100,2016-08-25,2016-09-27,Field Service,106.5305172,0.0,sr7704,sys870,part42
76110,2016-06-15,2016-07-22,Field Service,18260.408180000002,0.0,sr1523,sys1333,part2
76112,2020-08-21,2020-09-26,Field Service,1759.7410969999999,0.0,sr3034,sys1333,part60
76134,2018-05-14,2018-06-23,,17.42362301,0.0,sr4711,sys586,part428
76139,2020-02-01,2020-12-04,,17.73625469,0.0,sr2,sys1621,part290
76140,2020-02-01,2020-12-04,Field Service,110.96449809999999,0.0,sr2,sys1621,part255
76149,2019-08-02,2019-03-14,Field Service,1160.258577,0.0,sr5888,sys716,part13
76150,2018-03-08,2018-07-09,Field Service,202.28202380000002,0.0,sr10088,sys716,part15
76153,2019-10-10,2019-11-24,Field Service,99.1015324,0.0,sr1736,sys1825,part49
76155,2019-10-05,2019-06-15,,17.17848685,0.0,sr7070,sys864,part487
76162,2020-06-05,2020-06-29,Field Service,195.01991999999998,0.0,sr12227,sys921,part81
76165,2018-03-01,2018-04-13,,1.95999705,0.0,sr5574,sys2029,part28
76167,2018-01-06,2018-04-10,Field Service,58.51564159,0.0,sr447,sys2133,part70
76168,2020-04-15,2020-05-29,Field Service,13607.3928,0.0,sr6542,sys2133,part2
76175,2019-05-29,2019-02-07,Field Service,1719.3816739999997,0.0,sr4459,sys742,part128
76186,2016-12-20,2017-02-17,Field Service,250.2140086,0.0,sr6726,sys2076,part59
76192,2017-04-10,2018-05-19,,8.87307792,0.0,sr134,sys2390,part225
76203,2020-08-06,2020-09-14,Field Service,304.82633860000004,0.0,sr11940,sys932,part54
76204,2019-09-23,2019-11-24,Field Service,106.1306368,0.0,sr44,sys932,part237
76206,2020-09-28,2020-02-11,Field Service,110.80107199999999,0.0,sr5122,sys706,part49
76207,2015-10-23,2015-07-12,Field Service,145.19378659999998,0.0,sr2389,sys706,part664
76214,2016-07-10,2016-11-26,Field Service,416.4206001,0.0,sr9141,sys686,part55
76215,2019-03-13,2019-04-16,Field Service,674.7347467999999,0.0,sr3028,sys1657,part29
76217,2021-03-24,2021-08-05,Field Service,1140.9576869999999,0.0,sr5449,sys1446,part129
76218,2020-07-17,2021-11-01,Field Service,1286.1204480000001,0.0,sr996,sys1446,part13
76220,2020-01-28,2020-08-13,,59.63459258,0.0,sr56,sys1446,part43
76226,2013-08-04,2013-05-24,Field Service,0.0,0.0,sr4626,sys827,part864
76229,2017-11-05,2017-12-06,Field Service,688.6599234,0.0,sr5538,sys2299,part64
76249,2016-02-12,2017-03-14,Field Service,454.9323751,0.0,sr208,sys927,part272
76251,2020-06-22,2020-07-27,,16.90975324,0.0,sr7404,sys795,part48
76264,2021-07-09,2021-08-09,Field Service,273.93253189999996,0.0,sr2105,sys1418,part246
76265,2017-11-07,2017-03-09,Field Service,112.7926314,0.0,sr6103,sys1418,part42
76267,2019-04-26,2019-01-06,Field Service,614.4752611,0.0,sr1068,sys1824,part118
76270,2019-04-12,2020-11-01,Field Service,2223.5107980000002,0.0,sr4173,sys1824,part87
76300,2021-06-30,2021-08-19,Field Service,49.33794788,0.0,sr9899,sys1375,part773
76301,2020-04-27,2020-05-30,Field Service,64.77472642,0.0,sr972,sys1375,part315
76305,2014-11-26,2015-03-01,Field Service,187.08253330000002,0.0,sr11143,sys1548,part191
76309,2015-05-19,2016-07-24,Field Service,738.0091489,0.0,sr3690,sys1548,part1
76313,2020-09-15,2020-09-22,Field Service,923.7064142,0.0,sr4343,sys2088,part1
76325,2019-06-06,2019-07-09,,47.29772733,0.0,sr2137,sys1023,part260
76328,2014-06-11,2014-12-19,Field Service,411.8794611,0.0,sr264,sys860,part117
76329,2014-06-11,2014-12-19,Field Service,15065.419930000002,0.0,sr264,sys860,part16
76346,2021-10-05,2021-09-17,,137.7048681,0.0,sr154,sys2369,part25
76347,2020-11-13,2020-11-20,Field Service,13921.96375,0.0,sr2616,sys1756,part3
76355,2017-05-10,2017-10-10,Field Service,14009.131619999998,0.0,sr4446,sys1983,part27
76357,2018-04-05,2018-06-27,Field Service,326.3122403,0.0,sr4285,sys2054,part223
76358,2019-12-30,2020-01-24,,0.091288995,0.0,sr14970,sys2054,part219
76359,2019-03-20,2019-03-26,Field Service,98.90974362,0.0,sr4480,sys1891,part49
76362,2016-09-11,2017-04-01,Field Service,248.3839258,0.0,sr4335,sys1746,part157
76369,2018-03-08,2018-08-21,Field Service,273.0236959,0.0,sr8402,sys1696,part51
76374,2020-03-31,2020-04-15,Field Service,101.83340150000001,0.0,sr10283,sys2047,part237
76382,2021-05-02,2021-10-02,Field Service,13866.7092,0.0,sr2980,sys1774,part3
76383,2020-11-12,2021-01-21,,5.83156755,0.0,sr4544,sys1774,part326
76387,2018-11-27,2018-12-25,Field Service,377.0122437,0.0,sr6527,sys1964,part103
76389,2021-04-19,2021-08-13,,8.332418974,0.0,sr383,sys2271,part397
76391,2018-08-22,2018-09-23,Field Service,108.1876504,0.0,sr5060,sys1579,part10
76397,2019-07-01,2019-01-30,,14769.256330000002,0.0,sr5364,sys1847,part3
76418,2018-08-05,2018-06-29,,312.2787108,0.0,sr7002,sys1749,part47
76451,2020-04-12,2021-03-16,,112.63,0.0,sr4240,sys1348,part120
76454,2021-03-25,2021-04-14,,76.58,0.0,sr1375,sys1571,part181
76462,2020-01-10,2020-12-12,,4.23,0.0,sr4752,sys2225,part38
76469,2020-12-24,2021-01-15,Field Service,225.79,0.0,sr8230,sys1601,part24
76484,2017-02-21,2017-03-19,,247.14,0.0,sr8325,sys1357,part91
76486,2018-07-08,2018-09-25,,7.75,0.0,sr1495,sys1382,part82
76491,2020-09-17,2020-10-17,,74.26,0.0,sr6169,sys2131,part181
76496,2020-12-30,2021-02-14,Field Service,767.9025759,0.0,sr4018,sys680,part29
76503,2017-10-22,2017-11-29,Field Service,12853.47,0.0,sr1205,sys1686,part27
76512,2021-01-06,2021-12-07,Field Service,270.17,0.0,sr1012,sys1615,part102
76533,2021-04-13,2021-05-13,,339.31057789999994,0.0,sr19521,sys1682,part65
76537,2021-02-02,2021-03-22,Field Service,296.2930123,0.0,sr11547,sys1203,part62
76542,2018-10-16,2018-11-24,Field Service,361.25514019999997,0.0,sr11234,sys2320,part79
76543,2018-04-24,2018-05-23,Field Service,117.44824720000001,0.0,sr80,sys2320,part49
76547,2020-01-12,2021-05-01,Field Service,51.10020514,0.0,sr5395,sys1136,part242
76549,2018-03-30,2018-05-05,Field Service,405.4367732,0.0,sr7204,sys1136,part137
76556,2013-05-09,2013-10-13,Field Service,0.0,0.0,sr3017,sys1485,part185
76561,2017-11-22,2017-12-25,Field Service,866.0004012,0.0,sr9901,sys1497,part1
76583,2017-01-31,2017-06-03,Field Service,2413.400964,0.0,sr555,sys735,part4
76584,2017-09-10,2017-10-28,Field Service,181.67149990000001,0.0,sr252,sys735,part32
76585,2019-08-22,2019-09-27,Field Service,62.15514413,0.0,sr12165,sys2520,part9
76589,2019-09-30,2019-05-11,,4.039267232,0.0,sr2527,sys924,part544
76597,2020-04-06,2020-06-24,,3.727182282,0.0,sr720,sys1705,part57
76598,2018-12-09,2018-09-26,Field Service,572.7331307,0.0,sr4832,sys1705,part7
76606,2019-07-29,2019-01-09,Field Service,410.4395582,0.0,sr13950,sys1442,part55
76619,2018-03-09,2018-10-16,Field Service,681.9337362000001,0.0,sr3473,sys920,part77
76621,2019-04-02,2019-03-15,Field Service,16880.02181,0.0,sr833,sys972,part3
76625,2019-10-22,2019-12-22,Field Service,1247.551946,0.0,sr1029,sys1300,part13
76627,2018-10-08,2018-09-13,Field Service,1974.3463239999999,0.0,sr6328,sys1524,part88
76656,2018-09-10,2018-11-17,Field Service,423.0391728999999,0.0,sr1135,sys870,part79
76668,2017-05-12,2017-12-22,Field Service,418.0440341,0.0,sr66,sys745,part268
76669,2017-05-12,2017-12-22,,10.36142338,0.0,sr66,sys745,part490
76676,2018-01-22,2018-02-24,Field Service,2678.9002100000002,0.0,sr8498,sys586,part4
76683,2018-09-08,2018-09-13,,53.89083563,0.0,sr1110,sys1734,part61
76686,2018-07-05,2018-06-19,Field Service,112.86938719999999,0.0,sr4125,sys716,part238
76695,2017-12-06,2017-07-24,Field Service,17571.82815,0.0,sr938,sys2029,part2
76700,2020-03-02,2020-10-03,,1.375409612,0.0,sr5104,sys671,part248
76711,2017-11-30,2018-01-15,,4.351562599999999,0.0,sr14030,sys732,part38
76715,2020-03-26,2020-01-06,Field Service,563.424238,0.0,sr5711,sys618,part37
76726,2018-05-28,2018-06-29,Field Service,2160.2318370000003,0.0,sr7877,sys1804,part128
76730,2020-09-09,2020-10-13,,20.22918758,0.0,sr949,sys1449,part724
76733,2018-12-10,2018-11-15,Field Service,2548.061376,0.0,sr4924,sys771,part87
76741,2017-12-05,2017-06-25,Field Service,933.4572577,0.0,sr4891,sys706,part56
76743,2019-11-29,2020-05-01,,18.83804987,0.0,sr862,sys1614,part1019
76744,2018-04-16,2018-05-20,Field Service,736.8126119,0.0,sr6712,sys2361,part29
76748,2017-03-29,2017-05-05,Field Service,9188.199575,0.0,sr9357,sys686,part40
76754,2020-08-10,2020-11-14,Field Service,110.80107199999999,0.0,sr1978,sys810,part49
76756,2020-06-02,2020-09-03,Field Service,45.15558492,0.0,sr11257,sys810,part374
76795,2018-03-21,2018-11-10,,34.78694357,0.0,sr952,sys1087,part192
76809,2017-11-20,2018-05-01,,13.76905124,0.0,sr3866,sys2274,part1081
76813,2018-04-24,2018-05-27,,6.53333809,0.0,sr1538,sys2061,part401
76823,2016-07-10,2016-11-22,Field Service,52.06523679,0.0,sr3974,sys1939,part46
76833,2019-01-28,2019-03-25,Field Service,58.219558299999996,0.0,sr535,sys1660,part70
76843,2021-04-21,2021-05-29,Field Service,206.97,0.0,sr876,sys1584,part440
76845,2018-11-12,2019-06-02,,37.18,0.0,sr248,sys1537,part181
76855,2018-11-26,2019-02-14,,27.27972201,0.0,sr24,sys1479,part123
76862,2019-09-23,2020-07-01,,59.05425619,0.0,sr6485,sys2460,part25
76867,2016-10-10,2016-12-16,Field Service,41.76574281,0.0,sr8060,sys1548,part776
76872,2018-02-10,2018-04-11,Field Service,793.1961914,0.0,sr7573,sys1924,part1
76873,2014-01-22,2014-09-23,Field Service,442.2385706,0.0,sr273,sys1932,part372
76881,2016-02-17,2016-12-07,Field Service,388.2434702,0.0,sr257,sys1956,part1132
