,ownershiptype,systemcoveragelevelwarrantyc,installdate,ageagainstinstallation,deinstalldate,avgreplacementage,expectedreplacementdate,transferacceptancedate,shippeddate,warrantystartdate,warrantyenddate,contractstartdate,contractenddate,typ,contract_line_status,contract_length_days,contract_start_date,contract_end_date,contractcanceldate,last_covered_date,contract_length_months,dummy_sysid
15016,Purchase,Contract,2016-12-12,4.8,,5.05,DEC-31-2021,DEC-14-2016,NOV-28-2016,,,DEC-18-2017,APR-30-2020,CONTRACTS,Terminated,865.0,00:00.0,00:00.0,00:00.0,31-12-2025 18:00,28.45161,sys8
8226,,HBS,2016-12-14,4.79,,2.75,SEP-17-2019,DEC-31-2016,,,,,,COMPONENT,,,,,,31-03-2021 00:00,,sys2125
55853,,Extended Warranty,2016-12-15,4.79,,1.75,SEP-17-2018,,DEC-15-2016,JAN-05-2017,JAN-04-2018,,,WARRANTY,,,,,,4/1/2022 0:00,,sys2792
110540,Purchased,Contract,2016-12-15,4.79,,2.75,SEP-18-2019,DEC-15-2016,JAN-01-2016,,,DEC-15-2019,DEC-15-2019,CONTRACTS,Contract - Active,1.0,,,00:00.0,31-12-2024 00:00,0.03225,sys971
102035,,Contract,2016-12-15,4.79,,3.74,SEP-13-2020,DEC-21-2016,,,,,,COMPONENT,,,,,,31-01-2026 00:00,,sys1670
88032,Lease,Contract,2016-12-15,4.79,,3.97,DEC-05-2020,,DEC-10-2016,,,,,COMPONENT,,,,,,14-12-2022 00:00,,sys1293
8216,,Contract,2016-12-16,4.79,,2.75,SEP-19-2019,,,,,,,COMPONENT,,,,,,13-11-2021 00:00,,sys2179
71670,,HBS,2016-12-16,4.79,,2.75,SEP-19-2019,,,,,,,COMPONENT,,,,,,,,sys2321
138953,,HBS,2016-12-16,4.79,,1.75,SEP-18-2018,,,,,,,COMPONENT,,,,,,,,sys1903
99421,,Contract,2016-12-19,4.78,,2.75,SEP-22-2019,,,,,JAN-01-2022,OCT-11-2022,CONTRACTS,Active,284.0,00:00.0,00:00.0,,11/10/2022 0:00,9.35483,sys2096
152189,,HBS,2016-12-20,4.78,,3.74,SEP-18-2020,DEC-20-2016,,,,,,COMPONENT,,,,,,30-04-2021 00:00,,sys2009
39444,,HBS,2016-12-20,4.78,,2.75,SEP-23-2019,,,,,,,COMPONENT,,,,,,,,sys2328
37735,,Contract,2016-12-26,4.76,,0.04,JAN-12-2017,DEC-29-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2101
143658,,Contract,2016-12-27,4.76,,3.74,SEP-25-2020,DEC-27-2016,,,,,,COMPONENT,,,,,,28-02-2022 00:00,,sys1968
19343,Purchase,HBS,2016-12-28,4.75,,1.27,APR-06-2018,DEC-28-2016,SEP-23-2016,,,JAN-05-2018,JAN-24-2019,CONTRACTS,Terminated,385.0,15:00.0,17:08.0,00:00.0,24-01-2019 18:00,12.64516,sys441
136907,,HBS,2016-12-28,4.75,,1.75,SEP-30-2018,,,,,,,COMPONENT,,,,,,,,sys2288
116460,Purchased,Contract,2016-12-29,4.75,,2.75,OCT-02-2019,DEC-29-2016,JAN-01-2016,,,DEC-28-2020,DEC-27-2021,CONTRACTS,Contract - Active,365.0,,,,27-12-2024 00:00,12.0,sys1772
127991,,Contract,2016-12-29,4.75,,0.81,OCT-24-2017,DEC-29-2016,SEP-30-2016,,,DEC-28-2020,DEC-27-2021,CONTRACTS,Active,365.0,,,,27-12-2023 00:00,12.0,sys1446
97562,Purchased,Contract,2016-12-30,4.75,,2.75,OCT-03-2019,DEC-30-2016,JAN-01-2016,,,,,COMPONENT,,,,,,28-02-2025 00:00,,sys887
124830,,Contract,2016-12-31,4.75,,2.75,OCT-04-2019,DEC-29-2017,OCT-19-2016,,,FEB-01-2021,JAN-31-2022,CONTRACTS,Accepted,365.0,,,,31-01-2022 00:00,12.0,sys1300
121836,,,2017-01-01,4.74,,2.75,OCT-05-2019,FEB-24-2018,,,,,,COMPONENT,,,,,,,,sys2329
59088,,Contract,2017-01-05,4.73,,0.81,OCT-31-2017,JAN-13-2017,NOV-28-2016,,,,,COMPONENT,,,,,,14-03-2024 00:00,,sys750
105359,,Contract,2017-01-13,4.71,,1.75,OCT-16-2018,JAN-13-2017,,,,,,COMPONENT,,,,,,16-12-2022 00:00,,sys2196
163461,,HBS,2017-01-16,4.7,,2.24,APR-17-2019,,,,,,,COMPONENT,,,,,,12/1/2019 0:00,,sys2266
89791,Purchased,Contract,2017-01-18,4.7,,2.24,APR-19-2019,JAN-18-2017,JAN-01-2016,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys569
40069,,Contract,2017-01-20,4.69,,3.74,OCT-19-2020,DEC-12-2016,,,,,,COMPONENT,,,,,,30-09-2021 00:00,,sys2156
54954,,Contract,2017-01-20,4.69,,3.74,OCT-19-2020,DEC-22-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1863
23153,,Contract,2017-02-01,4.66,,0.81,NOV-27-2017,NOV-10-2016,,,,FEB-01-2018,JAN-31-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-01-2022 00:00,12.0,sys2136
87939,,Contract,2017-02-01,4.66,,0.81,NOV-27-2017,NOV-10-2016,,,,,,WARRANTY,,,,,,31-01-2022 00:00,,sys2065
32582,,Contract,2017-02-01,4.66,,0.81,NOV-27-2017,NOV-10-2016,,,,FEB-01-2018,JAN-31-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-01-2022 00:00,12.0,sys2134
31694,,Extended Warranty,2017-02-01,4.66,,2.24,MAY-03-2019,FEB-15-2017,DEC-26-2016,FEB-02-2017,FEB-01-2018,,,WARRANTY,,,,,,31-01-2023 00:00,,sys2389
34247,,HBS,2017-02-01,4.66,,3.74,OCT-31-2020,JUN-28-2017,,,,,,CONTRACTS,,,,,,,,sys2383
43277,,Contract,2017-02-13,4.63,,2.75,NOV-17-2019,SEP-24-2017,,,,FEB-13-2018,FEB-12-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys2124
107143,,HBS,2017-02-14,4.62,,3.74,NOV-13-2020,FEB-28-2017,,,,MAR-06-2020,MAR-05-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,5/3/2021 0:00,12.0,sys2118
132504,,Contract,2017-02-14,4.62,,0.81,DEC-10-2017,MAR-27-2017,OCT-10-2016,,,,,COMPONENT,,,,,,21-03-2022 00:00,,sys981
65920,,Contract,2017-02-15,4.62,,3.77,NOV-23-2020,MAR-15-2017,FEB-10-2017,,,JUN-01-2021,MAR-31-2023,CONTRACTS,Accepted,669.0,,,,31-03-2023 00:00,22.0,sys769
108886,,HBS,2017-02-17,4.61,,1.44,JUL-30-2018,MAR-20-2017,FEB-01-2017,,,FEB-16-2018,MAY-18-2019,CONTRACTS,Expired,457.0,,,,18-05-2019 00:00,15.096770000000001,sys2859
161461,,HBS,2017-03-10,4.56,,2.75,DEC-12-2019,MAR-30-2017,,APR-15-2017,APR-14-2018,,,WARRANTY,,,,,,14-04-2019 00:00,,sys2241
154566,,Contract,2017-03-13,4.55,,2.75,DEC-15-2019,MAR-29-2017,,,,,,COMPONENT,,,,,,30-11-2021 00:00,,sys2280
59951,,Contract,2017-03-15,4.54,,0.81,JAN-08-2018,MAR-21-2017,,,,JAN-16-2021,DEC-15-2021,CONTRACTS,Active,334.0,00:00.0,00:00.0,,15-12-2021 00:00,11.0,sys2053
105372,,HBS,2017-03-15,4.54,,1.75,DEC-16-2018,,,,,,,COMPONENT,,,,,,,,sys2387
26888,,Contract,2017-03-17,4.54,,5.05,APR-05-2022,,MAR-17-2017,,,,,COMPONENT,,,,,,16-03-2022 00:00,,sys296
149261,,HBS,2017-03-22,4.52,,1.44,SEP-01-2018,MAR-23-2017,NOV-30-2016,MAR-22-2017,MAR-21-2018,,,WARRANTY,,,,,,,,sys2803
158622,Purchase,Contract,2017-03-27,4.51,,1.75,DEC-28-2018,DEC-18-2015,DEC-01-2015,,,DEC-16-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys658
20887,,Contract,2017-03-28,4.51,,3.74,DEC-25-2020,MAR-28-2017,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2140
75388,,Contract,2017-03-29,4.5,,0.4,AUG-23-2017,MAR-29-2017,,,,APR-01-2021,MAR-31-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-03-2022 00:00,12.0,sys2263
91646,,Contract,2017-03-29,4.5,,0.81,JAN-22-2018,MAR-29-2017,,,,MAR-29-2018,MAR-28-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,1/4/2022 0:00,12.0,sys2070
69097,,Contract,2017-03-30,4.5,,3.74,DEC-27-2020,MAR-30-2017,,,,MAR-30-2019,MAR-31-2019,CONTRACTS,Active,2.0,00:00.0,00:00.0,,31-12-2022 00:00,0.06451,sys1901
115043,,Contract,2017-03-31,4.5,,0.81,JAN-24-2018,MAR-31-2017,,,,AUG-01-2021,JUL-31-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-07-2022 00:00,12.0,sys1944
144317,,Contract,2017-03-31,4.5,,3.74,DEC-28-2020,MAR-31-2017,,,,JUN-01-2021,DEC-31-2021,CONTRACTS,Active,214.0,00:00.0,00:00.0,,31-12-2021 00:00,7.0,sys2080
155682,,Contract,2017-03-31,4.5,,2.75,JAN-02-2020,MAR-31-2017,,,,MAY-03-2018,MAY-02-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,12/5/2026 0:00,12.0,sys1778
133057,,Contract,2017-03-31,4.5,,3.74,DEC-28-2020,MAR-31-2017,,,,OCT-16-2019,OCT-31-2019,CONTRACTS,Active,16.0,00:00.0,00:00.0,,30-09-2022 00:00,0.51612,sys1700
59796,,Contract,2017-04-03,4.49,,1.44,SEP-13-2018,MAY-22-2017,DEC-16-2016,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys848
15967,Purchase,Contract,2017-04-07,4.48,,1.46,SEP-25-2018,APR-20-2017,MAR-30-2017,,,APR-13-2018,AUG-23-2022,CONTRACTS,Active,1594.0,17:08.0,00:00.0,,23-08-2022 05:00,52.35483,sys922
44422,,HBS,2017-04-11,4.47,,5.05,APR-30-2022,,AUG-25-2016,,,,,COMPONENT,,,,,,,,sys907
155135,,,2017-04-20,4.44,,2.75,JAN-22-2020,,,,,,,COMPONENT,,,,,,,,sys1665
114102,,HBS,2017-04-27,4.43,,2.75,JAN-29-2020,MAR-10-2017,APR-27-2017,,,,,COMPONENT,,,,,,,,sys2802
83893,,HBS,2017-04-28,4.42,,2.24,JUL-28-2019,,,,,,,COMPONENT,,,,,,,,sys2283
159772,Purchased,Extended Warranty,2017-05-01,4.41,,2.75,FEB-02-2020,JUN-19-2017,JAN-01-2016,,,,,COMPONENT,,,,,,30-04-2022 00:00,,sys1178
114091,,HBS,2017-05-04,4.41,,4.0,MAY-06-2021,,,,,,,WARRANTY,,,,,,,,sys2450
128441,,HBS,2017-05-04,4.41,,4.0,MAY-06-2021,,,,,,,COMPONENT,,,,,,,,sys2409
110285,,HBS,2017-05-04,4.41,,4.0,MAY-06-2021,,,,,,,COMPONENT,,,,,,,,sys2357
120934,,HBS,2017-05-04,4.41,,4.0,MAY-06-2021,,,,,,,COMPONENT,,,,,,,,sys2400
68333,,HBS,2017-05-04,4.41,,4.0,MAY-06-2021,,,,,,,COMPONENT,,,,,,,,sys2534
51794,,Contract,2017-05-23,4.35,,3.74,FEB-19-2021,MAY-23-2017,,,,MAY-23-2021,MAY-22-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,22-05-2024 00:00,12.0,sys1955
23313,Purchase,Contract,2017-05-26,4.35,,1.46,NOV-13-2018,MAY-30-2017,APR-27-2017,,,AUG-24-2017,AUG-23-2018,CONTRACTS,,,17:08.0,00:00.0,,23-08-2022 05:00,,sys885
25116,,Contract,2017-05-30,4.33,,3.97,MAY-20-2021,MAY-30-2017,,MAY-30-2017,MAY-29-2018,,,WARRANTY,,,,,,31-05-2022 00:00,,sys2052
76494,,HBS,2017-05-31,4.33,,1.44,NOV-10-2018,JUN-23-2017,DEC-21-2016,,,,,COMPONENT,,,,,,,,sys2653
57490,,HBS,2017-06-05,4.32,,2.24,SEP-04-2019,,,,,,,CONTRACTS,,,,,,,,sys2312
138753,,,2017-06-06,4.32,,3.74,MAR-05-2021,SEP-26-2017,,,,,,COMPONENT,,,,,,,,sys2371
85009,,HBS,2017-06-06,4.32,,3.74,MAR-05-2021,SEP-26-2017,,,,,,COMPONENT,,,,,,,,sys2366
85359,,Contract,2017-06-07,4.31,,3.74,MAR-06-2021,JUN-07-2017,,,,,,COMPONENT,,,,,,31-05-2025 00:00,,sys1794
59749,,Contract,2017-06-10,4.3,,3.97,MAY-31-2021,,JUN-08-2017,,,,,COMPONENT,,,,,,30-06-2023 00:00,,sys1286
106777,,Contract,2017-06-15,4.29,,4.87,MAY-01-2022,MAR-25-2016,JUN-15-2017,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys762
7045,,Contract,2017-06-15,4.29,,1.75,MAR-18-2019,DEC-27-2017,,,,,,COMPONENT,,,,,,30-11-2022 00:00,,sys1781
112140,,Extended Warranty,2017-06-22,4.27,,2.75,MAR-25-2020,JUN-28-2017,,,,,,COMPONENT,,,,,,21-06-2024 00:00,,sys1931
39413,,HBS,2017-06-23,4.27,,4.05,JUL-12-2021,JUN-23-2017,,,,,,COMPONENT,,,,,,22-06-2018 00:00,,sys2452
147837,,Contract,2017-06-27,4.26,,0.81,APR-22-2018,MAR-31-2017,,,,OCT-01-2021,DEC-31-2021,CONTRACTS,Active,92.0,00:00.0,00:00.0,,31-12-2021 00:00,3.0,sys1660
47132,,Extended Warranty,2017-06-29,4.25,,0.81,APR-24-2018,JUN-29-2017,,JUN-29-2017,JUN-28-2018,,,WARRANTY,,,,,,28-06-2022 00:00,,sys2022
55736,,HBS,2017-07-06,4.23,,1.44,DEC-16-2018,AUG-04-2017,JAN-27-2017,,,,,COMPONENT,,,,,,5/7/2020 0:00,,sys983
135584,,HBS,2017-07-10,4.22,,2.75,APR-12-2020,,,,,,,COMPONENT,,,,,,13-07-2019 00:00,,sys2319
108382,,HBS,2017-07-11,4.22,,2.24,OCT-10-2019,,,,,,,COMPONENT,,,,,,,,sys2246
123323,,HBS,2017-07-12,4.22,,2.75,APR-14-2020,SEP-30-2017,,,,,,COMPONENT,,,,,,,,sys2379
81303,,HBS,2017-07-14,4.21,,2.75,APR-16-2020,,,JUL-01-2018,JAN-31-2019,,,WARRANTY,,,,,,2/9/2021 0:00,,sys2162
94938,,Contract,2017-07-20,4.2,,3.74,APR-18-2021,JUN-21-2017,,,,JAN-01-2019,JUL-19-2019,CONTRACTS,Active,200.0,00:00.0,00:00.0,,31-12-2021 00:00,6.6129,sys2063
35152,,Contract,2017-07-24,4.18,,0.4,DEC-18-2017,,,,,,,COMPONENT,,,,,,31-12-2025 00:00,,sys1798
112366,,Contract,2017-07-28,4.17,,5.55,FEB-16-2023,,,,,,,COMPONENT,,,,,,26-08-2023 00:00,,sys2250
114083,,HBS,2017-08-04,4.15,,2.75,MAY-07-2020,,,AUG-08-2017,AUG-07-2018,,,WARRANTY,,,,,,,,sys2252
140372,,Contract,2017-08-07,4.15,,2.75,MAY-10-2020,JUN-28-2017,,,,,,COMPONENT,,,,,,30-06-2024 00:00,,sys1674
132808,,HBS,2017-08-10,4.14,,2.75,MAY-13-2020,,,,,,,COMPONENT,,,,,,,,sys2259
99261,Purchased,Contract,2017-08-11,4.13,,2.75,MAY-14-2020,AUG-28-2017,JAN-01-2017,,,MAR-01-2021,FEB-28-2022,CONTRACTS,Contract - Active,365.0,,,,28-02-2022 00:00,12.0,sys1464
34730,,HBS,2017-08-30,4.08,,1.75,JUN-02-2019,,AUG-30-2017,,,MAR-14-2018,MAR-13-2019,CONTRACTS,Expired,365.0,,,,13-03-2019 00:00,12.0,sys2766
134092,,Contract,2017-09-15,4.04,,0.81,JUL-11-2018,,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2077
133672,,,2017-09-19,4.03,,1.46,MAR-09-2019,,AUG-23-2017,,,,,CONTRACTS,,,,,,,,sys2544
19348,,Contract,2017-09-19,4.03,,0.61,MAY-03-2018,,,,,JAN-01-2022,DEC-31-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2022 00:00,12.0,sys2339
139884,,Contract,2017-09-19,4.03,,2.24,DEC-19-2019,,,,,,,COMPONENT,,,,,,23-03-2022 00:00,,sys2105
132097,,,2017-09-19,4.03,,1.46,MAR-09-2019,,AUG-23-2017,SEP-19-2017,SEP-19-2017,,,WARRANTY,,,,,,,,sys2564
38288,,Contract,2017-09-28,4.0,,2.75,JUL-01-2020,SEP-29-2017,,,,JAN-01-2023,DEC-31-2023,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2026 00:00,12.0,sys1867
50280,,Contract,2017-09-29,4.0,,0.81,JUL-25-2018,SEP-29-2017,,,,,,COMPONENT,,,,,,31-12-2025 00:00,,sys1830
6372,,Contract,2017-10-01,4.0,,1.75,JUL-04-2019,DEC-28-2017,,,,OCT-01-2020,SEP-30-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-09-2022 00:00,12.0,sys2121
134077,,Contract,2017-10-02,3.99,,2.75,JUL-05-2020,SEP-27-2017,MAR-27-2017,,,,,COMPONENT,,,,,,1/11/2021 0:00,,sys1299
47209,,Contract,2017-10-30,3.92,,3.74,JUL-29-2021,DEC-18-2017,,OCT-30-2017,OCT-29-2018,,,WARRANTY,,,,,,31-03-2022 00:00,,sys2110
130080,,HBS,2017-11-03,3.9,,2.75,AUG-06-2020,,,,,NOV-03-2018,NOV-02-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,2/11/2020 0:00,12.0,sys2225
20375,Purchased,Contract,2017-11-03,3.9,,1.75,AUG-06-2019,NOV-03-2017,JAN-01-2016,,,,,COMPONENT,,,,,,2/11/2021 0:00,,sys881
18916,,Contract,2017-12-06,3.81,,2.75,SEP-08-2020,DEC-11-2017,,,,,,COMPONENT,,,,,,9/3/2022 0:00,,sys2227
44866,,Contract,2017-12-06,3.81,,5.55,JUN-27-2023,,DEC-06-2017,,,,,COMPONENT,,,,,,22-07-2022 00:00,,sys242
121055,,HBS,2017-12-18,3.78,,2.75,SEP-20-2020,,,DEC-18-2017,DEC-17-2018,,,WARRANTY,,,,,,,,sys2317
81795,Purchase,Contract,2017-12-21,3.77,,4.87,NOV-06-2022,DEC-21-2015,NOV-23-2015,,,JAN-01-2017,APR-06-2017,CONTRACTS,Terminated,96.0,17:08.0,00:00.0,00:00.0,31-12-2021 18:00,3.19354,sys95
55671,,HBS,2017-12-27,3.76,,2.24,MAR-27-2020,,,,,,,COMPONENT,,,,,,,,sys2309
45795,Purchased,Contract,2017-12-29,3.75,,2.75,OCT-01-2020,DEC-29-2017,JAN-01-2017,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys793
100014,,,2018-01-01,3.74,,4.05,JAN-20-2022,,,,,,,COMPONENT,,,,,,,,sys2425
138762,,,2018-01-03,3.74,,408.51,APR-02-2426,NOV-15-2011,,,,,,COMPONENT,,,,,,,,sys2434
102004,,Contract,2018-01-07,3.73,,2.24,APR-07-2020,,,,,,,COMPONENT,,,,,,6/1/2024 0:00,,sys2123
52172,Purchase,Contract,2018-01-18,3.7,,1.46,JUL-08-2019,JAN-18-2018,DEC-04-2017,,,JUL-24-2019,JUL-23-2020,CONTRACTS,,,17:08.0,00:00.0,,16-07-2025 05:00,,sys12
22555,Purchased,Contract,2018-02-05,3.65,,2.75,NOV-08-2020,JUN-04-2015,JAN-17-2015,FEB-05-2018,FEB-05-2018,,,WARRANTY,,,,,,3/2/2022 0:00,,sys1828
120928,,HBS,2018-02-07,3.64,,2.75,NOV-10-2020,MAY-21-2018,,,,,,CONTRACTS,,,,,,,,sys2396
159670,,HBS,2018-02-09,3.64,,3.58,SEP-08-2021,FEB-07-2013,FEB-09-2018,,,,,COMPONENT,,,,,,,,sys1108
148263,Purchased,Contract,2018-02-26,3.59,,3.97,FEB-16-2022,FEB-26-2018,JAN-01-2017,,,JUL-01-2020,JUN-30-2022,CONTRACTS,Contract - Active,730.0,,,,30-06-2022 00:00,24.0,sys1997
55100,Lease,Contract,2018-03-22,3.52,,2.24,JUN-20-2020,SEP-28-2015,SEP-14-2015,,,SEP-23-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys434
34199,,HBS,2018-04-16,3.46,,4.05,MAY-05-2022,APR-16-2018,,,,,,COMPONENT,,,,,,,,sys2342
146557,,HBS,2018-04-24,3.43,,3.74,JAN-21-2022,MAR-25-2016,MAR-24-2018,,,,,COMPONENT,,,,,,,,sys1568
124673,,HBS,2018-04-24,3.43,,3.74,JAN-21-2022,AUG-11-2016,MAR-24-2018,,,,,COMPONENT,,,,,,8/8/2021 0:00,,sys2352
99257,,Contract,2018-04-24,3.43,,4.0,APR-26-2022,DEC-29-2015,MAR-24-2018,,,FEB-01-2021,JAN-31-2022,CONTRACTS,Active,365.0,,,,31-01-2022 00:00,12.0,sys1505
39273,,Contract,2018-04-24,3.43,,0.81,FEB-17-2019,OCT-28-2016,MAR-24-2018,,,,,COMPONENT,,,,,,2/10/2021 0:00,,sys2058
96174,,Contract,2018-04-24,3.43,,4.37,SEP-07-2022,JUN-27-2014,MAR-24-2018,,,JAN-01-2017,DEC-31-2017,CONTRACTS,Active,365.0,,,,31-12-2021 00:00,12.0,sys619
121718,,Extended Warranty,2018-05-18,3.37,,1.75,FEB-18-2020,,MAY-18-2018,,,AUG-28-2018,AUG-27-2022,CONTRACTS,Accepted,1461.0,,,,27-08-2022 00:00,48.0,sys2707
40017,,Contract,2018-05-22,3.36,,4.37,OCT-05-2022,MAY-22-2018,,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys1913
81060,,HBS,2018-05-31,3.33,,2.24,AUG-29-2020,,,,,,,CONTRACTS,,,,,,,,sys2242
60272,,Extended Warranty,2018-06-27,3.26,,4.05,JUL-16-2022,JUN-29-2018,,,,JUN-27-2019,JUN-26-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,26-06-2023 00:00,12.0,sys2157
83619,Purchased,Contract,2018-07-20,3.2,,2.75,APR-22-2021,SEP-03-2018,JAN-01-2018,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1220
12232,Purchase,Contract,2018-07-23,3.19,,1.46,JAN-10-2020,JUL-23-2018,JUL-11-2018,,,,,COMPONENT,,,,,,23-08-2022 05:00,,sys944
124621,Purchase,Contract,2018-08-09,3.14,,1.46,JAN-27-2020,AUG-09-2018,JUL-12-2018,,,,,COMPONENT,,,,,,14-08-2022 17:00,,sys1109
34773,Lease,Contract,2018-08-21,3.11,,1.46,FEB-08-2020,AUG-21-2018,JUN-18-2018,,,DEC-01-2018,AUG-26-2019,CONTRACTS,Expired,269.0,17:08.0,00:00.0,,1/3/2024 6:00,8.8387,sys116
53221,,Contract,2018-10-01,3.0,,4.01,OCT-06-2022,,,,,JAN-01-2020,DEC-31-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1792
63062,,Contract,2018-12-03,2.82,,0.81,SEP-28-2019,DEC-11-2018,,,,DEC-03-2020,DEC-31-2020,CONTRACTS,Active,29.0,00:00.0,00:00.0,,31-07-2022 00:00,0.93548,sys2064
156392,Purchase,Contract,2018-12-22,2.77,,1.46,JUN-10-2020,DEC-22-2018,SEP-27-2018,,,JUL-01-2020,SEP-30-2021,CONTRACTS,Active,457.0,17:08.0,17:08.0,,30-09-2021 17:00,15.0,sys293
140575,,,2019-01-01,2.74,,4.05,JAN-20-2023,,,,,,,COMPONENT,,,,,,,,sys2773
30745,,Extended Warranty,2019-02-14,2.62,,2.75,NOV-17-2021,,,,,,,COMPONENT,,,,,,13-02-2024 00:00,,sys2152
146081,Purchase,Contract,2019-03-19,2.53,,1.46,SEP-05-2020,MAR-19-2019,MAR-07-2019,,,MAY-05-2020,JUN-30-2022,CONTRACTS,,,17:08.0,00:00.0,,30-06-2022 17:00,,sys1194
130527,,HBS,2019-05-05,2.4,,4.01,MAY-10-2023,,,,,,,COMPONENT,,,,,,,,sys2237
156501,,Contract,2019-05-13,2.38,,0.52,NOV-22-2019,JUN-10-2019,,,,JUN-01-2020,MAY-31-2025,CONTRACTS,Accepted,1826.0,,,,31-05-2025 00:00,60.0,sys1378
61844,Purchased,Contract,2019-06-03,2.32,,3.97,MAY-24-2023,JUN-30-2019,JAN-01-2001,,,JUN-03-2021,JUN-02-2026,CONTRACTS,Contract - Active,1826.0,,,,2/6/2026 0:00,60.0,sys2115
84142,,Extended Warranty,2019-06-26,2.26,,3.74,MAR-25-2023,JUN-27-2019,,,,,,COMPONENT,,,,,,25-06-2022 00:00,,sys2104
48892,,Contract,2019-06-27,2.26,,0.52,JAN-06-2020,JUN-26-2019,,,,,,COMPONENT,,,,,,30-06-2025 00:00,,sys2019
161037,,Extended Warranty,2019-08-30,2.08,,1.95,AUG-14-2021,SEP-30-2019,,,,AUG-30-2020,AUG-29-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,29-08-2022 00:00,12.0,sys2144
156138,,Extended Warranty,2019-09-05,2.07,,4.0,SEP-07-2023,SEP-10-2019,,,,,,COMPONENT,,,,,,4/9/2023 0:00,,sys1963
26835,,Extended Warranty,2019-09-24,2.01,,5.55,APR-14-2025,SEP-30-2019,,,,,,COMPONENT,,,,,,23-09-2024 00:00,,sys1989
161837,,Extended Warranty,2019-09-25,2.01,,4.05,OCT-14-2023,SEP-30-2019,,,,JAN-01-2020,DEC-31-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,24-09-2024 00:00,12.0,sys1904
128667,Purchase,Contract,2019-10-10,1.97,,0.45,MAR-24-2020,SEP-26-2019,SEP-26-2019,,,,,COMPONENT,,,,,,12/1/2022 18:00,,sys86
82246,,HBS,2019-10-16,1.95,,1.46,APR-04-2021,DEC-31-2019,SEP-26-2019,,,,,COMPONENT,,,,,,,,sys2777
111225,,Contract,2019-10-28,1.92,,1.46,APR-16-2021,DEC-22-2019,,,,OCT-31-2020,OCT-30-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-10-2021 00:00,12.0,sys2176
110670,Purchase,Contract,2019-10-30,1.92,,4.87,SEP-14-2024,SEP-20-2016,SEP-09-2016,,,NOV-26-2020,OCT-31-2021,CONTRACTS,,,17:08.0,17:08.0,,31-10-2021 17:00,,sys302
88711,,Contract,2019-11-01,1.91,,0.52,MAY-12-2020,NOV-21-2019,,,,,,COMPONENT,,,,,,30-11-2025 00:00,,sys1408
128567,Purchase,Contract,2019-11-19,1.86,,1.46,MAY-08-2021,NOV-19-2019,SEP-17-2019,,,FEB-22-2021,DEC-31-2027,CONTRACTS,Active,2504.0,15:00.0,00:00.0,,31-12-2027 18:00,82.32258,sys29
45299,Purchase,Contract,2019-12-18,1.78,,1.46,JUN-06-2021,DEC-18-2019,NOV-18-2019,,,DEC-23-2020,OCT-30-2025,CONTRACTS,Active,1773.0,17:08.0,00:00.0,,30-10-2025 17:00,58.25806,sys107
144574,,HBS,2019-12-23,1.77,,3.97,DEC-13-2023,,DEC-23-2019,,,,,COMPONENT,,,,,,,,sys2795
44341,,,2020-01-01,1.74,,5.3,APR-22-2025,,,,,,,COMPONENT,,,,,,,,sys2404
65229,,,2020-01-01,1.74,,0.52,JUL-12-2020,,,,,JUL-01-2019,DEC-31-2019,CONTRACTS,Active,184.0,00:00.0,00:00.0,,30-06-2022 00:00,6.0,sys1681
